run_index,sort_order,timestamp,elapsed_time[s],peak_mem_MB,CSLOW_MODE,Allow_BRAM,UseDSP48s,NUM_TERMS,NUM_COPIES,PAR_MODE,repl_index,Slices,Slice-FF,4-LUT,Bonded I/O,DSP48,BRAMs,Syn_minorClk_T,Syn_majorClk_T,Par_minorClk_T,Par_majorClk_T,Syn_minorClk_Freq,Syn_majorClk_Freq,Par_minorClk_Freq,Par_majorClk_Freq,Syn_selClk_T,Par_selClk_T,Syn_selClk_Freq,Par_selClk_Freq,Stream_Freq,Total_Throughput
612,662,Sat Feb  8 02:11:25 2014,180.49874186515808,839.0,MANPIPE,NO,Auto,16,1,REPL,2,250,141,298,57,43,0,,1.1840300000000002e-07,,1.3526900000000002e-07,,8445731.949359389,,7392676.814347706,1.1840300000000002e-07,1.3526900000000002e-07,8445731.949359389,7392676.814347706,7392676.814347706,7392676.814347706
613,672,Sat Feb  8 02:13:26 2014,168.77300596237183,839.0,MANPIPE,NO,Auto,16,2,VIRT,2,356,238,386,74,43,0,6.0635e-08,3.969e-09,7.010200000000001e-08,4.057e-09,16492125.010307578,251952632.90501386,14264928.247410912,246487552.37860486,6.0635e-08,7.010200000000001e-08,16492125.010307578,14264928.247410912,7132464.123705456,14264928.247410912
614,682,Sat Feb  8 02:13:55 2014,214.39765691757202,867.0,MANPIPE,NO,Auto,16,2,REPL,2,482,269,585,73,86,0,,1.1840300000000002e-07,,1.39297e-07,,8445731.949359389,,7178905.50406685,1.1840300000000002e-07,1.39297e-07,8445731.949359389,7178905.50406685,7178905.50406685,14357811.0081337
615,692,Sat Feb  8 02:14:40 2014,179.36667680740356,848.0,MANPIPE,NO,Auto,16,3,VIRT,2,494,370,458,74,43,0,4.2768e-08,4.154e-09,5.1169e-08,3.876e-09,23381967.826412268,240731824.74723157,19543082.72586918,257997936.01651186,4.2768e-08,5.1169e-08,23381967.826412268,19543082.72586918,6514360.908623059,19543082.72586918
616,702,Sat Feb  8 02:15:10 2014,169.89179301261902,850.0,MANPIPE,NO,Auto,16,4,VIRT,2,615,469,599,74,43,0,3.2026000000000005e-08,4.247e-09,3.7588000000000005e-08,4.284e-09,31224629.988134637,235460324.9352484,26604235.394274764,233426704.01493934,3.2026000000000005e-08,3.7588000000000005e-08,31224629.988134637,26604235.394274764,6651058.848568691,26604235.394274764
617,712,Sat Feb  8 02:16:25 2014,184.79533696174622,851.0,MANPIPE,NO,Auto,16,5,VIRT,2,695,601,637,74,43,0,2.8139e-08,4.51e-09,3.6394e-08,4.329e-09,35537865.595792316,221729490.02217293,27477056.657690827,231000231.000231,2.8139e-08,3.6394e-08,35537865.595792316,27477056.657690827,5495411.331538165,27477056.657690827
618,722,Sat Feb  8 02:17:55 2014,185.43177700042725,852.0,MANPIPE,NO,Auto,16,6,VIRT,2,686,698,678,74,43,0,2.3323000000000003e-08,4.6020000000000004e-09,2.7948000000000003e-08,3.683e-09,42876130.85795137,217296827.46631896,35780735.651925,271517784.41487914,2.3323000000000003e-08,2.7948000000000003e-08,42876130.85795137,35780735.651925,5963455.9419875,35780735.651925
619,732,Sat Feb  8 02:18:10 2014,178.2186508178711,853.0,MANPIPE,NO,Auto,16,7,VIRT,2,775,826,673,74,43,0,2.0432e-08,4.697000000000001e-09,2.6952000000000002e-08,3.871e-09,48942834.76898982,212901852.24611452,37102997.922232114,258331180.5734952,2.0432e-08,2.6952000000000002e-08,48942834.76898982,37102997.922232114,5300428.274604588,37102997.922232114
620,742,Sat Feb  8 02:19:40 2014,186.7842628955841,860.0,MANPIPE,NO,Auto,16,8,VIRT,2,1110,1093,981,74,43,0,1.9888000000000002e-08,4.802e-09,2.4027000000000004e-08,4.394e-09,50281576.83024939,208246563.93169513,41619844.34178215,227583067.81975418,1.9888000000000002e-08,2.4027000000000004e-08,50281576.83024939,41619844.34178215,5202480.542722769,41619844.34178215
621,752,Sat Feb  8 02:21:10 2014,191.94295716285706,864.0,MANPIPE,NO,Auto,16,9,VIRT,2,1342,1388,1315,74,43,0,1.6848e-08,5.070000000000001e-09,2.0202000000000004e-08,4.188e-09,59354226.02089269,197238658.7771203,49500049.50004949,238777459.4078319,1.6848e-08,2.0202000000000004e-08,59354226.02089269,49500049.50004949,5500005.5000054985,49500049.50004949
622,762,Sat Feb  8 02:21:10 2014,203.25694513320923,863.0,MANPIPE,NO,Auto,16,10,VIRT,2,1174,1353,1144,74,43,0,1.5923e-08,5.1630000000000005e-09,2.1250000000000002e-08,3.782e-09,62802235.75959304,193685841.56498158,47058823.52941176,264410364.8863035,1.5923e-08,2.1250000000000002e-08,62802235.75959304,47058823.52941176,4705882.352941176,47058823.52941176
623,772,Sat Feb  8 02:22:41 2014,222.03062200546265,873.0,MANPIPE,NO,Auto,16,12,VIRT,2,1702,2021,1301,74,43,0,1.3047000000000001e-08,5.480000000000001e-09,1.6513000000000004e-08,4.326e-09,76645972.25415803,182481751.82481748,60558347.96826741,231160425.3351826,1.3047000000000001e-08,1.6513000000000004e-08,76645972.25415803,60558347.96826741,5046528.997355618,60558347.96826741
624,782,Sat Feb  8 02:22:55 2014,212.4237630367279,874.0,MANPIPE,NO,Auto,16,14,VIRT,2,1737,2144,1420,74,43,0,1.3017e-08,5.7510000000000005e-09,1.7566e-08,4.536e-09,76822616.57832065,173882802.9907842,56928156.66628715,220458553.79188713,1.3017e-08,1.7566e-08,76822616.57832065,56928156.66628715,4066296.9047347964,56928156.66628715
625,792,Sat Feb  8 02:24:25 2014,222.91420197486877,870.0,MANPIPE,NO,Auto,16,16,VIRT,2,1791,1995,1361,74,43,0,1.1486000000000001e-08,5.962e-09,1.6382000000000004e-08,4.601e-09,87062510.88281386,167728950.0167729,61042607.74020264,217344055.64007825,1.1486000000000001e-08,1.6382000000000004e-08,87062510.88281386,61042607.74020264,3815162.983762665,61042607.74020264
626,802,Sat Feb  8 02:26:25 2014,237.77560091018677,889.0,MANPIPE,NO,Auto,16,20,VIRT,2,2722,3386,1678,74,43,0,9.055e-09,6.305e-09,1.3948000000000002e-08,4.35e-09,110436223.08117062,158604282.3156225,71694866.64754802,229885057.47126436,9.055e-09,1.3948000000000002e-08,110436223.08117062,71694866.64754802,3584743.332377401,71694866.64754802
627,812,Sat Feb  8 02:26:40 2014,226.95331001281738,882.0,MANPIPE,NO,Auto,16,24,VIRT,2,2355,2640,1838,74,43,0,8.895e-09,6.803000000000001e-09,1.424e-08,4.5510000000000005e-09,112422709.38729624,146993973.24709687,70224719.10112359,219731927.0490002,8.895e-09,1.424e-08,112422709.38729624,70224719.10112359,2926029.962546816,70224719.10112359
628,822,Sat Feb  8 02:28:10 2014,267.64705896377563,889.0,MANPIPE,NO,Auto,16,28,VIRT,2,2607,3008,2222,74,43,0,8.895e-09,7.190000000000001e-09,1.4445000000000001e-08,4.836e-09,112422709.38729624,139082058.4144645,69228106.61128418,206782464.84698096,8.895e-09,1.4445000000000001e-08,112422709.38729624,69228106.61128418,2472432.378974435,69228106.61128418
629,832,Sat Feb  8 02:29:55 2014,187.53677105903625,853.0,MANPIPE,NO,Auto,20,1,VIRT,2,318,199,434,58,55,0,1.48744e-07,3.3060000000000004e-09,1.68333e-07,2.513e-09,6722960.253858979,302480338.7779794,5940605.822981828,397930760.0477517,1.48744e-07,1.68333e-07,6722960.253858979,5940605.822981828,5940605.822981828,5940605.822981828
630,842,Sat Feb  8 02:29:55 2014,198.21312379837036,846.0,MANPIPE,NO,Auto,20,1,REPL,2,281,141,356,57,55,0,,1.4878100000000001e-07,,1.73611e-07,,6721288.336548349,,5760003.686402359,1.4878100000000001e-07,1.73611e-07,6721288.336548349,5760003.686402359,5760003.686402359,5760003.686402359
631,852,Sat Feb  8 02:30:40 2014,193.9857268333435,851.0,MANPIPE,NO,Auto,20,2,VIRT,2,374,237,416,74,55,0,7.5836e-08,3.969e-09,8.7494e-08,3.907000000000001e-09,13186349.491006909,251952632.90501386,11429355.155782111,255950857.43537235,7.5836e-08,8.7494e-08,13186349.491006909,11429355.155782111,5714677.5778910555,11429355.155782111
632,862,Sat Feb  8 02:32:40 2014,183.31574487686157,852.0,MANPIPE,NO,Auto,20,3,VIRT,2,492,369,493,74,55,0,5.0787000000000003e-08,4.154e-09,6.0346e-08,3.746e-09,19690078.169610333,240731824.74723157,16571106.618499983,266951414.84249866,5.0787000000000003e-08,6.0346e-08,19690078.169610333,16571106.618499983,5523702.206166661,16571106.618499983
633,872,Sat Feb  8 02:33:11 2014,188.1291389465332,853.0,MANPIPE,NO,Auto,20,4,VIRT,2,631,468,560,74,55,0,3.941e-08,4.247e-09,4.531000000000001e-08,4.615e-09,25374270.48972342,235460324.9352484,22070183.182520412,216684723.72697723,3.941e-08,4.531000000000001e-08,25374270.48972342,22070183.182520412,5517545.795630103,22070183.182520412
634,882,Sat Feb  8 02:33:25 2014,202.6979320049286,856.0,MANPIPE,NO,Auto,20,5,VIRT,2,737,601,729,74,55,0,3.2026000000000005e-08,4.51e-09,3.814500000000001e-08,3.918000000000001e-09,31224629.988134637,221729490.02217293,26215755.66915716,255232261.3578356,3.2026000000000005e-08,3.814500000000001e-08,31224629.988134637,26215755.66915716,5243151.133831432,26215755.66915716
635,892,Sat Feb  8 02:34:10 2014,188.4855499267578,859.0,MANPIPE,NO,Auto,20,6,VIRT,2,847,698,762,74,55,0,2.8225000000000003e-08,4.6020000000000004e-09,3.7085000000000004e-08,4.607e-09,35429583.70239149,217296827.46631896,26965080.221113656,217060994.13935316,2.8225000000000003e-08,3.7085000000000004e-08,35429583.70239149,26965080.221113656,4494180.036852276,26965080.221113656
636,902,Sat Feb  8 02:35:55 2014,204.84021401405334,854.0,MANPIPE,NO,Auto,20,7,VIRT,2,889,826,800,74,55,0,2.4232e-08,4.697000000000001e-09,2.9163e-08,4.707e-09,41267745.130406074,212901852.24611452,34290025.03171827,212449543.23348203,2.4232e-08,2.9163e-08,41267745.130406074,34290025.03171827,4898575.004531181,34290025.03171827
637,912,Sat Feb  8 02:36:26 2014,211.43052005767822,861.0,MANPIPE,NO,Auto,20,8,VIRT,2,1018,926,827,74,55,0,2.2797000000000002e-08,4.802e-09,3.0546e-08,5.078000000000001e-09,43865420.88871342,208246563.93169513,32737510.639690958,196927924.379677,2.2797000000000002e-08,3.0546e-08,43865420.88871342,32737510.639690958,4092188.8299613697,32737510.639690958
638,922,Sat Feb  8 02:36:56 2014,195.68072509765625,862.0,MANPIPE,NO,Auto,20,9,VIRT,2,1062,1041,842,74,55,0,2.0444e-08,5.070000000000001e-09,2.4280000000000003e-08,4.500000000000001e-09,48914106.828409314,197238658.7771203,41186161.449752875,222222222.22222218,2.0444e-08,2.4280000000000003e-08,48914106.828409314,41186161.449752875,4576240.161083653,41186161.449752875
639,932,Sat Feb  8 02:37:25 2014,203.47836112976074,867.0,MANPIPE,NO,Auto,20,10,VIRT,2,1261,1354,1195,74,55,0,2.0423e-08,5.1630000000000005e-09,2.6357000000000002e-08,4.349000000000001e-09,48964402.87910689,193685841.56498158,37940585.04382137,229937916.7624741,2.0423e-08,2.6357000000000002e-08,48964402.87910689,37940585.04382137,3794058.504382137,37940585.04382137
640,942,Sat Feb  8 02:39:25 2014,214.86438179016113,875.0,MANPIPE,NO,Auto,20,12,VIRT,2,1583,1827,1401,74,55,0,1.6475000000000004e-08,5.432000000000001e-09,1.9663000000000002e-08,3.5110000000000004e-09,60698027.314112276,184094256.2592047,50856939.42938513,284819139.8461976,1.6475000000000004e-08,1.9663000000000002e-08,60698027.314112276,50856939.42938513,4238078.285782094,50856939.42938513
641,952,Sat Feb  8 02:40:25 2014,238.24983286857605,881.0,MANPIPE,NO,Auto,20,14,VIRT,2,2126,2359,1542,74,55,0,1.306e-08,5.7510000000000005e-09,1.6422000000000003e-08,5.712e-09,76569678.40735069,173882802.9907842,60893922.78650589,175070028.01120448,1.306e-08,1.6422000000000003e-08,76569678.40735069,60893922.78650589,4349565.91332185,60893922.78650589
642,962,Sat Feb  8 02:40:55 2014,231.6546881198883,884.0,MANPIPE,NO,Auto,20,16,VIRT,2,2125,2702,1677,74,55,0,1.3047000000000001e-08,5.962e-09,1.8247e-08,3.606e-09,76645972.25415803,167728950.0167729,54803529.347289965,277315585.13588464,1.3047000000000001e-08,1.8247e-08,76645972.25415803,54803529.347289965,3425220.584205623,54803529.347289965
643,972,Sat Feb  8 02:42:25 2014,243.7347948551178,878.0,MANPIPE,NO,Auto,20,20,VIRT,2,1876,2272,1575,74,55,0,1.2044000000000002e-08,6.5980000000000006e-09,1.6644e-08,4.285000000000001e-09,83028894.05513117,151561079.11488327,60081711.1271329,233372228.7047841,1.2044000000000002e-08,1.6644e-08,83028894.05513117,60081711.1271329,3004085.556356645,60081711.1271329
644,982,Sat Feb  8 02:43:10 2014,261.79923391342163,904.0,MANPIPE,NO,Auto,20,24,VIRT,2,3397,4066,2327,74,55,0,9.067000000000001e-09,6.803000000000001e-09,1.3826000000000001e-08,4.616e-09,110290062.86533582,146993973.24709687,72327498.9150875,216637781.62911612,9.067000000000001e-09,1.3826000000000001e-08,110290062.86533582,72327498.9150875,3013645.788128646,72327498.9150875
645,992,Sat Feb  8 02:44:25 2014,250.9157829284668,896.0,MANPIPE,NO,Auto,20,28,VIRT,2,2655,3128,2165,74,55,0,9.067000000000001e-09,7.190000000000001e-09,1.4458000000000001e-08,4.716000000000001e-09,110290062.86533582,139082058.4144645,69165859.73163646,212044105.17387614,9.067000000000001e-09,1.4458000000000001e-08,110290062.86533582,69165859.73163646,2470209.276129874,69165859.73163646
646,1002,Sat Feb  8 02:46:40 2014,280.2548100948334,892.0,MANPIPE,NO,Auto,20,32,VIRT,2,3139,3477,1870,74,55,0,8.895e-09,6.629e-09,1.6597000000000003e-08,7.044e-09,112422709.38729624,150852315.5830442,60251852.744471885,141964792.7314026,8.895e-09,1.6597000000000003e-08,112422709.38729624,60251852.744471885,1882870.3982647464,60251852.744471885
648,1022,Sat Feb  8 02:48:40 2014,205.26839113235474,852.0,MANPIPE,NO,Auto,24,1,VIRT,2,355,199,493,58,67,0,1.79123e-07,3.3060000000000004e-09,2.0735300000000002e-07,2.3570000000000004e-09,5582755.983318725,302480338.7779794,4822693.667320945,424268137.46287644,1.79123e-07,2.0735300000000002e-07,5582755.983318725,4822693.667320945,4822693.667320945,4822693.667320945
647,1012,Sat Feb  8 02:47:40 2014,278.9107880592346,911.0,MANPIPE,NO,Auto,20,36,VIRT,2,3548,3851,2794,74,55,0,9.067000000000001e-09,5.791e-09,1.4932e-08,5.2520000000000005e-09,110290062.86533582,172681747.5392851,66970265.2022502,190403655.75019038,9.067000000000001e-09,1.4932e-08,110290062.86533582,66970265.2022502,1860285.14450695,66970265.2022502
649,1032,Sat Feb  8 02:49:55 2014,195.17273497581482,851.0,MANPIPE,NO,Auto,24,1,REPL,2,318,141,415,57,67,0,,1.7916e-07,,2.0504400000000002e-07,,5581603.036392052,,4877002.009324827,1.7916e-07,2.0504400000000002e-07,5581603.036392052,4877002.009324827,4877002.009324827,4877002.009324827
650,1042,Sat Feb  8 02:51:25 2014,212.2556607723236,855.0,MANPIPE,NO,Auto,24,2,VIRT,2,417,237,455,74,67,0,9.103600000000001e-08,3.969e-09,1.0541e-07,4.374e-09,10984665.4070917,251952632.90501386,9486765.96148373,228623685.41380888,9.103600000000001e-08,1.0541e-07,10984665.4070917,9486765.96148373,4743382.980741865,9486765.96148373
651,1052,Sat Feb  8 02:52:25 2014,192.56525897979736,850.0,MANPIPE,NO,Auto,24,3,VIRT,2,515,369,557,74,67,0,6.238100000000001e-08,4.154e-09,7.3719e-08,3.779e-09,16030522.114105254,240731824.74723157,13565023.942267258,264620269.9126753,6.238100000000001e-08,7.3719e-08,16030522.114105254,13565023.942267258,4521674.647422419,13565023.942267258
652,1062,Sat Feb  8 02:52:55 2014,211.5791449546814,859.0,MANPIPE,NO,Auto,24,4,VIRT,2,680,468,621,74,67,0,4.720300000000001e-08,4.247e-09,5.4617e-08,4.446e-09,21185094.16774357,235460324.9352484,18309317.61173261,224921277.5528565,4.720300000000001e-08,5.4617e-08,21185094.16774357,18309317.61173261,4577329.402933152,18309317.61173261
653,1072,Sat Feb  8 02:53:25 2014,200.2563660144806,861.0,MANPIPE,NO,Auto,24,5,VIRT,2,761,599,634,74,67,0,3.8694e-08,4.51e-09,4.572500000000001e-08,4.635e-09,25843800.07236264,221729490.02217293,21869874.24822307,215749730.31283712,3.8694e-08,4.572500000000001e-08,25843800.07236264,21869874.24822307,4373974.849644614,21869874.24822307
655,1092,Sat Feb  8 02:55:40 2014,199.00676798820496,864.0,MANPIPE,NO,Auto,24,7,VIRT,2,948,826,873,74,67,0,2.8225000000000003e-08,4.697000000000001e-09,3.6625000000000005e-08,4.5620000000000006e-09,35429583.70239149,212901852.24611452,27303754.2662116,219202104.34020165,2.8225000000000003e-08,3.6625000000000005e-08,35429583.70239149,27303754.2662116,3900536.323744514,27303754.2662116
654,1082,Sat Feb  8 02:55:10 2014,222.2503170967102,863.0,MANPIPE,NO,Auto,24,6,VIRT,2,802,698,852,74,67,0,3.2038e-08,4.6020000000000004e-09,4.2373e-08,3.6280000000000003e-09,31212934.640114866,217296827.46631896,23599933.920185026,275633958.10363835,3.2038e-08,4.2373e-08,31212934.640114866,23599933.920185026,3933322.320030838,23599933.920185026
656,1102,Sat Feb  8 02:56:40 2014,218.7273190021515,865.0,MANPIPE,NO,Auto,24,8,VIRT,2,925,926,906,74,67,0,2.7651e-08,4.802e-09,3.7435000000000004e-08,4.2539999999999996e-09,36165057.32161585,208246563.93169513,26712969.146520633,235072872.59050307,2.7651e-08,3.7435000000000004e-08,36165057.32161585,26712969.146520633,3339121.143315079,26712969.146520633
657,1112,Sat Feb  8 02:56:55 2014,212.9666678905487,867.0,MANPIPE,NO,Auto,24,9,VIRT,2,1046,1058,962,74,67,0,2.4245000000000003e-08,5.070000000000001e-09,2.9158000000000002e-08,4.39e-09,41245617.65312435,197238658.7771203,34295905.06893477,227790432.80182233,2.4245000000000003e-08,2.9158000000000002e-08,41245617.65312435,34295905.06893477,3810656.11877053,34295905.06893477
658,1122,Sat Feb  8 02:58:55 2014,211.66965103149414,868.0,MANPIPE,NO,Auto,24,10,VIRT,2,1048,1156,998,74,67,0,2.0476e-08,5.1630000000000005e-09,2.4814000000000003e-08,4.533000000000001e-09,48837663.606173076,193685841.56498158,40299830.740710884,220604456.21001542,2.0476e-08,2.4814000000000003e-08,48837663.606173076,40299830.740710884,4029983.0740710883,40299830.740710884
659,1132,Sat Feb  8 02:59:10 2014,227.765615940094,879.0,MANPIPE,NO,Auto,24,12,VIRT,2,1731,1828,1463,74,67,0,2.0423e-08,5.432000000000001e-09,2.5655000000000004e-08,4.161e-09,48964402.87910689,184094256.2592047,38978756.577665165,240326844.5085316,2.0423e-08,2.5655000000000004e-08,48964402.87910689,38978756.577665165,3248229.7148054303,38978756.577665165
660,1142,Sat Feb  8 03:00:25 2014,263.50765204429626,886.0,MANPIPE,NO,Auto,24,14,VIRT,2,2025,2354,1630,74,67,0,1.6848e-08,5.702e-09,2.0517e-08,4.4160000000000005e-09,59354226.02089269,175377060.680463,48740069.21089828,226449275.3623188,1.6848e-08,2.0517e-08,59354226.02089269,48740069.21089828,3481433.5150641627,48740069.21089828
661,1152,Sat Feb  8 03:00:40 2014,230.86775994300842,878.0,MANPIPE,NO,Auto,24,16,VIRT,2,1881,1991,1558,74,67,0,1.534e-08,5.962e-09,2.0709e-08,4.244e-09,65189048.239895694,167728950.0167729,48288183.88140422,235626767.20075402,1.534e-08,2.0709e-08,65189048.239895694,48288183.88140422,3018011.492587764,48288183.88140422
662,1162,Sat Feb  8 03:02:40 2014,255.865385055542,901.0,MANPIPE,NO,Auto,24,20,VIRT,2,2782,3385,1824,74,67,0,1.306e-08,6.5980000000000006e-09,1.8862e-08,4.345e-09,76569678.40735069,151561079.11488327,53016647.22722935,230149597.23820484,1.306e-08,1.8862e-08,76569678.40735069,53016647.22722935,2650832.3613614673,53016647.22722935
663,1172,Sat Feb  8 03:03:10 2014,273.2080829143524,890.0,MANPIPE,NO,Auto,24,24,VIRT,2,2234,2727,1887,74,67,0,1.2059e-08,7.096e-09,1.8019e-08,4.663000000000001e-09,82925615.72269674,140924464.48703495,55496975.414839886,214454214.02530554,1.2059e-08,1.8019e-08,82925615.72269674,55496975.414839886,2312373.9756183284,55496975.414839886
664,1182,Sat Feb  8 03:03:57 2014,293.02107191085815,918.0,MANPIPE,NO,Auto,24,28,VIRT,2,3639,4747,2736,74,67,0,9.067000000000001e-09,7.190000000000001e-09,1.5093e-08,4.484000000000001e-09,110290062.86533582,139082058.4144645,66255880.20936857,223015165.0312221,9.067000000000001e-09,1.5093e-08,110290062.86533582,66255880.20936857,2366281.4360488774,66255880.20936857
665,1192,Sat Feb  8 03:06:55 2014,270.144248008728,898.0,MANPIPE,NO,Auto,24,32,VIRT,2,3242,3603,1826,74,67,0,9.067000000000001e-09,6.629e-09,1.2706e-08,6.418000000000001e-09,110290062.86533582,150852315.5830442,78702974.97245397,155811779.37052038,9.067000000000001e-09,1.2706e-08,110290062.86533582,78702974.97245397,2459467.9678891865,78702974.97245397
666,1202,Sat Feb  8 03:07:10 2014,309.76833295822144,915.0,MANPIPE,NO,Auto,24,36,VIRT,2,3549,3974,2759,74,67,0,9.067000000000001e-09,5.791e-09,1.5151e-08,5.125e-09,110290062.86533582,172681747.5392851,66002244.07629859,195121951.2195122,9.067000000000001e-09,1.5151e-08,110290062.86533582,66002244.07629859,1833395.668786072,66002244.07629859
667,1212,Sat Feb  8 03:07:55 2014,329.82433915138245,922.0,MANPIPE,NO,Auto,24,40,VIRT,2,3768,4351,3116,74,67,0,9.067000000000001e-09,6.068e-09,1.7266e-08,5.251000000000001e-09,110290062.86533582,164798945.28675017,57917294.104019456,190439916.20643684,9.067000000000001e-09,1.7266e-08,110290062.86533582,57917294.104019456,1447932.3526004865,57917294.104019456
671,1252,Sat Feb  8 03:12:42 2014,110.615807056427,821.0,MANPIPE,NO,No,2,1,VIRT,2,187,95,226,58,0,0,9.420000000000001e-09,3.3e-09,1.2725e-08,3.4000000000000003e-09,106157112.52653927,303030303.030303,78585461.68958743,294117647.0588235,9.420000000000001e-09,1.2725e-08,106157112.52653927,78585461.68958743,78585461.68958743,78585461.68958743
672,1262,Sat Feb  8 03:13:27 2014,110.00014781951904,819.0,MANPIPE,NO,No,2,1,REPL,2,171,77,225,57,0,0,,9.457000000000002e-09,,1.2278e-08,,105741778.57671565,,81446489.6562958,9.457000000000002e-09,1.2278e-08,105741778.57671565,81446489.6562958,81446489.6562958,81446489.6562958
673,1272,Sat Feb  8 03:14:42 2014,116.53571701049805,829.0,MANPIPE,NO,No,2,2,VIRT,2,260,204,263,74,0,0,7.305e-09,4.0060000000000004e-09,9.203e-09,4.097000000000001e-09,136892539.35660505,249625561.6575137,108660219.49364337,244081034.90358794,7.305e-09,9.203e-09,136892539.35660505,108660219.49364337,54330109.74682169,108660219.49364337
