run_index,sort_order,timestamp,elapsed_time[s],peak_mem_MB,CSLOW_MODE,Allow_BRAM,UseDSP48s,NUM_TERMS,NUM_COPIES,PAR_MODE,repl_index,Slices,Slice-FF,4-LUT,Bonded I/O,DSP48,BRAMs,Syn_minorClk_T,Syn_majorClk_T,Par_minorClk_T,Par_majorClk_T,Syn_minorClk_Freq,Syn_majorClk_Freq,Par_minorClk_Freq,Par_majorClk_Freq,Syn_selClk_T,Par_selClk_T,Syn_selClk_Freq,Par_selClk_Freq,Stream_Freq,Total_Throughput
536,2631,Sat Feb  8 00:53:02 2014,407.9540078639984,998.0,MANPIPE,NO,No,24,12,VIRT,1,5585,1635,9112,74,35,0,2.7112e-08,5.4490000000000005e-09,3.8629e-08,5.602e-09,36884036.58896429,183519911.91044226,25887286.753475368,178507675.8300607,2.7112e-08,3.8629e-08,36884036.58896429,25887286.753475368,2157273.8961229473,25887286.753475368
537,2641,Sat Feb  8 00:54:17 2014,413.10900592803955,998.0,MANPIPE,NO,No,24,14,VIRT,1,5526,1972,8912,74,36,0,2.373e-08,5.726e-09,3.3516e-08,5.778e-09,42140750.10535187,174641983.93293747,29836496.001909535,173070266.52821046,2.373e-08,3.3516e-08,42140750.10535187,29836496.001909535,2131178.285850681,29836496.001909535
538,2651,Sat Feb  8 00:56:02 2014,398.156907081604,987.0,MANPIPE,NO,No,24,16,VIRT,1,5380,1938,8129,74,38,0,2.0576000000000002e-08,6.0180000000000005e-09,2.9105e-08,6.8350000000000005e-09,48600311.04199067,166168162.18012628,34358357.67050335,146305779.0782736,2.0576000000000002e-08,2.9105e-08,48600311.04199067,34358357.67050335,2147397.3544064593,34358357.67050335
539,2661,Sat Feb  8 01:00:02 2014,378.9004819393158,998.0,MANPIPE,NO,No,24,20,VIRT,1,5536,2760,8011,74,39,0,1.6507000000000003e-08,6.559e-09,2.4126000000000004e-08,5.442000000000001e-09,60580359.84733748,152462265.58926666,41449059.10635828,183755972.0690922,1.6507000000000003e-08,2.4126000000000004e-08,60580359.84733748,41449059.10635828,2072452.955317914,41449059.10635828
540,2671,Sat Feb  8 01:01:17 2014,413.16445684432983,997.0,MANPIPE,NO,No,24,24,VIRT,1,5673,3279,7756,74,40,0,1.5167e-08,7.114e-09,2.0449000000000003e-08,6.559e-09,65932616.8655634,140567894.29294348,48902146.8042447,152462265.58926666,1.5167e-08,2.0449000000000003e-08,65932616.8655634,48902146.8042447,2037589.4501768623,48902146.8042447
541,2681,Sat Feb  8 01:02:04 2014,444.68365502357483,990.0,MANPIPE,NO,No,24,28,VIRT,1,5799,3692,7685,74,41,0,1.1976000000000001e-08,7.409e-09,1.8649e-08,6.187000000000001e-09,83500334.001336,134970981.2390336,53622178.132875755,161629222.56343943,1.1976000000000001e-08,1.8649e-08,83500334.001336,53622178.132875755,1915077.7904598485,53622178.132875755
542,2691,Sat Feb  8 01:06:32 2014,424.9163148403168,997.0,MANPIPE,NO,No,24,32,VIRT,1,6087,4022,7485,74,42,0,1.2492000000000002e-08,6.002e-09,1.8769e-08,8.254e-09,80051232.78898494,166611129.62345886,53279343.59848686,121153380.179307,1.2492000000000002e-08,1.8769e-08,80051232.78898494,53279343.59848686,1664979.4874527145,53279343.59848686
543,2701,Sat Feb  8 01:08:24 2014,421.90708208084106,1007.0,MANPIPE,NO,No,24,36,VIRT,1,6713,4438,7708,74,42,0,1.1671e-08,6.354e-09,1.8557e-08,7.692e-09,85682460.80027418,157381177.21120554,53888020.69299995,130005200.20800832,1.1671e-08,1.8557e-08,85682460.80027418,53888020.69299995,1496889.463694443,53888020.69299995
544,2711,Sat Feb  8 01:12:09 2014,438.0855278968811,1001.0,MANPIPE,NO,No,24,40,VIRT,1,6634,4570,7519,74,43,0,1.0553000000000002e-08,6.2930000000000005e-09,1.5571e-08,9.975e-09,94759783.94769259,158906721.7543302,64221951.06287329,100250626.56641604,1.0553000000000002e-08,1.5571e-08,94759783.94769259,64221951.06287329,1605548.7765718321,64221951.06287329
545,2721,Sat Feb  8 01:13:39 2014,417.91774702072144,1006.0,MANPIPE,NO,No,24,44,VIRT,1,7044,4922,7759,74,43,0,9.798000000000001e-09,6.349e-09,1.4698000000000002e-08,8.502e-09,102061645.23372115,157505118.9163648,68036467.54660498,117619383.67442954,9.798000000000001e-09,1.4698000000000002e-08,102061645.23372115,68036467.54660498,1546283.3533319312,68036467.54660498
548,22,Sat Feb  8 01:19:39 2014,120.08575296401978,818.0,MANPIPE,NO,Auto,2,1,VIRT,2,144,161,133,58,1,0,7.719000000000001e-09,3.2280000000000004e-09,1.4130000000000001e-08,2.465e-09,129550459.90413263,309789343.2465923,70771408.35102618,405679513.18458414,7.719000000000001e-09,1.4130000000000001e-08,129550459.90413263,70771408.35102618,70771408.35102618,70771408.35102618
529,2561,Sat Feb  8 00:27:32 2014,3286.809865951538,2681.0,MANPIPE,NO,No,24,4,REPL,1,40832,341,80413,73,0,0,,2.8205900000000005e-07,,3.86503e-07,,3545357.5315802717,,2587302.039052737,2.8205900000000005e-07,3.86503e-07,3545357.5315802717,2587302.039052737,2587302.039052737,10349208.156210948
549,32,Sat Feb  8 01:20:39 2014,107.12810492515564,817.0,MANPIPE,NO,Auto,2,1,REPL,2,138,128,86,57,1,0,,7.756e-09,,1.4076000000000001e-08,,128932439.40175349,,71042909.91759022,7.756e-09,1.4076000000000001e-08,128932439.40175349,71042909.91759022,71042909.91759022,71042909.91759022
550,42,Sat Feb  8 01:21:54 2014,123.60021305084229,827.0,MANPIPE,NO,Auto,2,2,VIRT,2,213,255,145,74,1,0,6.453000000000001e-09,3.996e-09,1.2275e-08,3.161e-09,154966682.16333488,250250250.25025025,81466395.11201629,316355583.67605186,6.453000000000001e-09,1.2275e-08,154966682.16333488,81466395.11201629,40733197.556008145,81466395.11201629
551,52,Sat Feb  8 01:22:24 2014,110.35714101791382,828.0,MANPIPE,NO,Auto,2,2,REPL,2,221,244,161,73,2,0,,7.756e-09,,1.4034000000000002e-08,,128932439.40175349,,71255522.30297847,7.756e-09,1.4034000000000002e-08,128932439.40175349,71255522.30297847,71255522.30297847,142511044.60595694
552,62,Sat Feb  8 01:22:39 2014,119.68903708457947,825.0,MANPIPE,NO,Auto,2,3,VIRT,2,577,539,452,74,1,0,3.4100000000000004e-09,3.0019999999999998e-09,5.874e-09,3.6940000000000003e-09,293255131.96480936,333111259.16055965,170241743.27545112,270709258.2566323,3.4100000000000004e-09,5.874e-09,293255131.96480936,170241743.27545112,56747247.75848371,170241743.27545112
554,82,Sat Feb  8 01:24:09 2014,118.78266882896423,828.0,MANPIPE,NO,Auto,3,1,VIRT,2,186,177,163,58,4,0,1.9093e-08,3.2280000000000004e-09,2.4695e-08,2.538e-09,52375216.047766194,309789343.2465923,40494027.13099818,394011032.30890465,1.9093e-08,2.4695e-08,52375216.047766194,40494027.13099818,40494027.13099818,40494027.13099818
555,92,Sat Feb  8 01:24:24 2014,112.30227208137512,821.0,MANPIPE,NO,Auto,3,1,REPL,2,149,141,104,57,4,0,,1.913e-08,,2.524e-08,,52273915.316257186,,39619651.347068146,1.913e-08,2.524e-08,52273915.316257186,39619651.347068146,39619651.347068146,39619651.347068146
553,72,Sat Feb  8 01:24:09 2014,133.21364307403564,826.0,MANPIPE,NO,Auto,2,3,REPL,2,471,452,498,73,3,0,,7.768e-09,,1.0823e-08,,128733264.67559217,,92395823.70876837,7.768e-09,1.0823e-08,128733264.67559217,92395823.70876837,92395823.70876837,277187471.1263051
556,102,Sat Feb  8 01:24:54 2014,117.8601188659668,829.0,MANPIPE,NO,Auto,3,2,VIRT,2,263,272,164,74,4,0,1.0483000000000002e-08,4.0170000000000005e-09,1.5222e-08,3.5190000000000004e-09,95392540.30334826,248941996.51481202,65694389.6991197,284171639.67036086,1.0483000000000002e-08,1.5222e-08,95392540.30334826,65694389.6991197,32847194.84955985,65694389.6991197
557,112,Sat Feb  8 01:26:28 2014,130.27316093444824,824.0,MANPIPE,NO,Auto,3,2,REPL,2,287,269,197,73,8,0,,1.913e-08,,2.7152000000000004e-08,,52273915.316257186,,36829699.469652325,1.913e-08,2.7152000000000004e-08,52273915.316257186,36829699.469652325,36829699.469652325,73659398.93930465
558,122,Sat Feb  8 01:26:28 2014,125.92501401901245,827.0,MANPIPE,NO,Auto,3,3,VIRT,2,459,467,304,74,4,0,8.814e-09,4.202e-09,1.1371000000000001e-08,3.656e-09,113455865.66825505,237981913.3745835,87943012.92762288,273522975.92997813,8.814e-09,1.1371000000000001e-08,113455865.66825505,87943012.92762288,29314337.64254096,87943012.92762288
559,132,Sat Feb  8 01:26:58 2014,138.70376086235046,839.0,MANPIPE,NO,Auto,3,3,REPL,2,515,497,590,73,12,0,,1.9143e-08,,2.4437000000000002e-08,,52238416.1312229,,40921553.382166386,1.9143e-08,2.4437000000000002e-08,52238416.1312229,40921553.382166386,40921553.382166386,122764660.14649916
560,142,Sat Feb  8 01:28:43 2014,122.8624939918518,829.0,MANPIPE,NO,Auto,3,4,VIRT,2,409,433,304,74,4,0,7.09e-09,4.0010000000000006e-09,1.2171e-08,3.2900000000000004e-09,141043723.55430183,249937515.6210947,82162517.45953496,303951367.781155,7.09e-09,1.2171e-08,141043723.55430183,82162517.45953496,20540629.36488374,82162517.45953496
561,152,Sat Feb  8 01:28:43 2014,137.5857970714569,837.0,MANPIPE,NO,Auto,3,4,REPL,2,686,628,786,73,16,0,,1.9143e-08,,2.7303000000000003e-08,,52238416.1312229,,36626011.79357579,1.9143e-08,2.7303000000000003e-08,52238416.1312229,36626011.79357579,36626011.79357579,146504047.17430317
562,162,Sat Feb  8 01:29:28 2014,135.0806748867035,831.0,MANPIPE,NO,Auto,3,5,VIRT,2,588,566,375,74,4,0,5.026e-09,4.042e-09,7.788e-09,4.735000000000001e-09,198965380.02387586,247402276.10094014,128402670.77555214,211193241.81626186,5.026e-09,7.788e-09,198965380.02387586,128402670.77555214,25680534.155110426,128402670.77555214
564,182,Sat Feb  8 01:31:13 2014,130.10052585601807,829.0,MANPIPE,NO,Auto,4,1,VIRT,2,189,177,178,58,7,0,2.674e-08,3.2280000000000004e-09,3.4678e-08,3.367e-09,37397157.81600598,309789343.2465923,28836726.454812847,297000297.000297,2.674e-08,3.4678e-08,37397157.81600598,28836726.454812847,28836726.454812847,28836726.454812847
563,172,Sat Feb  8 01:30:58 2014,155.37120509147644,849.0,MANPIPE,NO,Auto,3,5,REPL,2,794,780,972,73,20,0,,1.9143e-08,,2.4851000000000002e-08,,52238416.1312229,,40239829.38312341,1.9143e-08,2.4851000000000002e-08,52238416.1312229,40239829.38312341,40239829.38312341,201199146.91561705
565,192,Sat Feb  8 01:31:58 2014,121.44503498077393,828.0,MANPIPE,NO,Auto,4,1,REPL,2,158,141,120,57,7,0,,2.6777000000000002e-08,,3.3061e-08,,37345483.063823424,,30247118.961918876,2.6777000000000002e-08,3.3061e-08,37345483.063823424,30247118.961918876,30247118.961918876,30247118.961918876
566,202,Sat Feb  8 01:33:28 2014,127.46858406066895,830.0,MANPIPE,NO,Auto,4,2,VIRT,2,297,272,204,74,7,0,1.4405e-08,3.969e-09,1.9283e-08,3.234e-09,69420340.15966678,251952632.90501386,51859150.54711404,309214594.92888063,1.4405e-08,1.9283e-08,69420340.15966678,51859150.54711404,25929575.27355702,51859150.54711404
567,212,Sat Feb  8 01:33:43 2014,125.57926797866821,827.0,MANPIPE,NO,Auto,4,2,REPL,2,306,269,229,73,14,0,,2.6777000000000002e-08,,3.5749000000000005e-08,,37345483.063823424,,27972810.428263724,2.6777000000000002e-08,3.5749000000000005e-08,37345483.063823424,27972810.428263724,27972810.428263724,55945620.85652745
568,222,Sat Feb  8 01:34:13 2014,132.40385794639587,828.0,MANPIPE,NO,Auto,4,3,VIRT,2,465,468,318,74,7,0,1.0948000000000001e-08,4.202e-09,1.4678000000000002e-08,3.5910000000000005e-09,91340884.17975885,237981913.3745835,68129172.91184084,278473962.68448895,1.0948000000000001e-08,1.4678000000000002e-08,91340884.17975885,68129172.91184084,22709724.303946946,68129172.91184084
569,232,Sat Feb  8 01:35:43 2014,137.5884599685669,836.0,MANPIPE,NO,Auto,4,3,REPL,2,548,497,638,73,21,0,,2.679e-08,,3.2784000000000004e-08,,37327360.95558044,,30502684.236212783,2.679e-08,3.2784000000000004e-08,37327360.95558044,30502684.236212783,30502684.236212783,91508052.70863834
570,242,Sat Feb  8 01:35:58 2014,126.83214998245239,829.0,MANPIPE,NO,Auto,4,4,VIRT,2,525,572,373,74,7,0,8.882e-09,4.2950000000000006e-09,1.1622000000000001e-08,3.258e-09,112587255.1227201,232828870.7799767,86043710.20478402,306936771.0251688,8.882e-09,1.1622000000000001e-08,112587255.1227201,86043710.20478402,21510927.551196005,86043710.20478402
571,252,Sat Feb  8 01:36:28 2014,157.39992499351501,849.0,MANPIPE,NO,Auto,4,4,REPL,2,735,628,850,73,28,0,,2.679e-08,,3.5741e-08,,37327360.95558044,,27979071.654402506,2.679e-08,3.5741e-08,37327360.95558044,27979071.654402506,27979071.654402506,111916286.61761002
572,262,Sat Feb  8 01:38:13 2014,138.50947403907776,832.0,MANPIPE,NO,Auto,4,5,VIRT,2,495,564,389,74,7,0,7.818000000000001e-09,4.558e-09,1.3655e-08,3.626e-09,127909951.39421846,219394471.25932425,73233247.89454412,275785990.0717043,7.818000000000001e-09,1.3655e-08,127909951.39421846,73233247.89454412,14646649.578908825,73233247.89454412
573,272,Sat Feb  8 01:38:13 2014,170.80801606178284,849.0,MANPIPE,NO,Auto,4,5,REPL,2,770,780,1052,73,35,0,,2.679e-08,,3.4148e-08,,37327360.95558044,,29284291.905821715,2.679e-08,3.4148e-08,37327360.95558044,29284291.905821715,29284291.905821715,146421459.52910858
574,282,Sat Feb  8 01:39:36 2014,138.91426014900208,833.0,MANPIPE,NO,Auto,4,6,VIRT,2,615,658,458,74,7,0,7.582e-09,4.3570000000000006e-09,1.3880000000000001e-08,3.84e-09,131891321.55104195,229515721.82694513,72046109.51008645,260416666.66666666,7.582e-09,1.3880000000000001e-08,131891321.55104195,72046109.51008645,12007684.91834774,72046109.51008645
576,302,Sat Feb  8 01:41:06 2014,148.11093997955322,835.0,MANPIPE,NO,Auto,4,7,VIRT,2,689,790,506,74,7,0,5.094000000000001e-09,4.628e-09,7.659000000000001e-09,3.976e-09,196309383.5885355,216076058.77268797,130565347.95665228,251509054.32595572,5.094000000000001e-09,7.659000000000001e-09,196309383.5885355,130565347.95665228,18652192.56523604,130565347.95665228
575,292,Sat Feb  8 01:40:35 2014,172.1154170036316,862.0,MANPIPE,NO,Auto,4,6,REPL,2,1066,859,1243,73,42,0,,2.679e-08,,3.5655000000000004e-08,,37327360.95558044,,28046557.28509325,2.679e-08,3.5655000000000004e-08,37327360.95558044,28046557.28509325,28046557.28509325,168279343.71055952
577,312,Sat Feb  8 01:42:05 2014,186.00653409957886,864.0,MANPIPE,NO,Auto,4,7,REPL,2,1218,1004,1442,73,49,0,,2.679e-08,,3.4337000000000005e-08,,37327360.95558044,,29123103.357893813,2.679e-08,3.4337000000000005e-08,37327360.95558044,29123103.357893813,29123103.357893813,203861723.50525668
578,322,Sat Feb  8 01:43:22 2014,143.14924812316895,828.0,MANPIPE,NO,Auto,8,1,VIRT,2,244,199,258,58,19,0,5.7211e-08,3.3060000000000004e-09,6.6008e-08,2.401e-09,17479156.106343184,302480338.7779794,15149678.82680887,416493127.86339027,5.7211e-08,6.6008e-08,17479156.106343184,15149678.82680887,15149678.82680887,15149678.82680887
579,332,Sat Feb  8 01:43:35 2014,133.4635899066925,827.0,MANPIPE,NO,Auto,8,1,REPL,2,194,141,180,57,19,0,,5.7248000000000004e-08,,6.848600000000001e-08,,17467859.1391839,,14601524.399147268,5.7248000000000004e-08,6.848600000000001e-08,17467859.1391839,14601524.399147268,14601524.399147268,14601524.399147268
580,342,Sat Feb  8 01:43:50 2014,134.86812090873718,830.0,MANPIPE,NO,Auto,8,2,VIRT,2,281,240,256,74,19,0,3.0008e-08,3.969e-09,3.4342000000000004e-08,3.902e-09,33324446.814182885,251952632.90501386,29118863.199580684,256278831.36852896,3.0008e-08,3.4342000000000004e-08,33324446.814182885,29118863.199580684,14559431.599790342,29118863.199580684
581,352,Sat Feb  8 01:45:10 2014,154.0387659072876,838.0,MANPIPE,NO,Auto,8,2,REPL,2,369,269,349,73,38,0,,5.7248000000000004e-08,,6.891700000000001e-08,,17467859.1391839,,14510207.931279654,5.7248000000000004e-08,6.891700000000001e-08,17467859.1391839,14510207.931279654,14510207.931279654,29020415.862559307
582,362,Sat Feb  8 01:45:55 2014,141.37979292869568,838.0,MANPIPE,NO,Auto,8,3,VIRT,2,379,371,336,74,19,0,2.0259000000000003e-08,4.154e-09,2.5750000000000002e-08,3.7050000000000003e-09,49360777.92586011,240731824.74723157,38834951.456310675,269905533.06342775,2.0259000000000003e-08,2.5750000000000002e-08,49360777.92586011,38834951.456310675,12944983.818770224,38834951.456310675
583,372,Sat Feb  8 01:46:11 2014,181.41320610046387,861.0,MANPIPE,NO,Auto,8,3,REPL,2,705,497,818,73,57,0,,5.7261000000000006e-08,,6.7509e-08,,17463893.40039468,,14812839.769512214,5.7261000000000006e-08,6.7509e-08,17463893.40039468,14812839.769512214,14812839.769512214,44438519.30853664
584,382,Sat Feb  8 01:47:55 2014,140.07435989379883,841.0,MANPIPE,NO,Auto,8,4,VIRT,2,644,573,494,74,19,0,1.6462000000000002e-08,4.247e-09,2.0383e-08,3.924e-09,60745960.39363381,235460324.9352484,49060491.58612569,254841997.961264,1.6462000000000002e-08,2.0383e-08,60745960.39363381,49060491.58612569,12265122.896531422,49060491.58612569
585,392,Sat Feb  8 01:48:25 2014,204.24673676490784,872.0,MANPIPE,NO,Auto,8,4,REPL,2,888,628,1090,73,76,0,,5.7261000000000006e-08,,7.1079e-08,,17463893.40039468,,14068852.966417648,5.7261000000000006e-08,7.1079e-08,17463893.40039468,14068852.966417648,14068852.966417648,56275411.86567059
586,402,Sat Feb  8 01:49:25 2014,147.97363901138306,837.0,MANPIPE,NO,Auto,8,5,VIRT,2,665,731,586,74,19,0,1.5353000000000002e-08,4.558e-09,1.827e-08,3.4910000000000005e-09,65133850.06187715,219394471.25932425,54734537.493158184,286450873.6751647,1.5353000000000002e-08,1.827e-08,65133850.06187715,54734537.493158184,10946907.498631638,54734537.493158184
587,412,Sat Feb  8 01:50:25 2014,150.615051984787,838.0,MANPIPE,NO,Auto,8,6,VIRT,2,752,829,628,74,19,0,1.2661e-08,4.65e-09,1.4839000000000001e-08,3.5790000000000006e-09,78982702.78808941,215053763.4408602,67389985.84810297,279407655.76976806,1.2661e-08,1.4839000000000001e-08,78982702.78808941,67389985.84810297,11231664.308017163,67389985.84810297
589,432,Sat Feb  8 01:51:58 2014,161.59958910942078,845.0,MANPIPE,NO,Auto,8,8,VIRT,2,908,1076,760,74,19,0,1.1186e-08,4.85e-09,1.4710000000000002e-08,3.6200000000000003e-09,89397461.11210442,206185567.0103093,67980965.32970767,276243093.9226519,1.1186e-08,1.4710000000000002e-08,89397461.11210442,67980965.32970767,8497620.666213458,67980965.32970767
588,422,Sat Feb  8 01:51:55 2014,177.80332779884338,848.0,MANPIPE,NO,Auto,8,7,VIRT,2,870,989,680,74,19,0,1.1276000000000001e-08,4.7450000000000005e-09,1.5420000000000002e-08,3.6400000000000003e-09,88683930.4717985,210748155.9536354,64850843.060959786,274725274.7252747,1.1276000000000001e-08,1.5420000000000002e-08,88683930.4717985,64850843.060959786,9264406.151565684,64850843.060959786
590,442,Sat Feb  8 01:53:10 2014,162.61544108390808,851.0,MANPIPE,NO,Auto,8,9,VIRT,2,1117,1254,843,74,19,0,8.895e-09,5.118000000000001e-09,1.1357e-08,4.134000000000001e-09,112422709.38729624,195388823.75928095,88051422.03046578,241896468.3115626,8.895e-09,1.1357e-08,112422709.38729624,88051422.03046578,9783491.33671842,88051422.03046578
591,452,Sat Feb  8 01:53:40 2014,162.52365398406982,846.0,MANPIPE,NO,Auto,8,10,VIRT,2,1031,1135,756,74,19,0,8.895e-09,5.211e-09,1.1158e-08,4.9610000000000005e-09,112422709.38729624,191901746.30589136,89621796.02079226,201572263.65652084,8.895e-09,1.1158e-08,112422709.38729624,89621796.02079226,8962179.602079226,89621796.02079226
592,462,Sat Feb  8 01:54:11 2014,163.88333106040955,849.0,MANPIPE,NO,Auto,8,12,VIRT,2,1185,1313,898,74,19,0,8.895e-09,5.186e-09,1.4105000000000001e-08,4.281e-09,112422709.38729624,192826841.49633628,70896845.09039347,233590282.64424202,8.895e-09,1.4105000000000001e-08,112422709.38729624,70896845.09039347,5908070.424199455,70896845.09039347
593,472,Sat Feb  8 01:54:55 2014,180.688796043396,854.0,MANPIPE,NO,Auto,8,14,VIRT,2,1263,1534,1072,74,19,0,7.994e-09,5.422e-09,1.4534000000000001e-08,4.245e-09,125093820.36527395,184433788.27001107,68804183.29434429,235571260.30624264,7.994e-09,1.4534000000000001e-08,125093820.36527395,68804183.29434429,4914584.521024592,68804183.29434429
594,482,Sat Feb  8 01:55:55 2014,157.45958590507507,841.0,MANPIPE,NO,Auto,12,1,VIRT,2,264,199,318,58,31,0,8.7684e-08,3.3060000000000004e-09,1.0020900000000001e-07,2.5240000000000004e-09,11404589.206696775,302480338.7779794,9979143.589897115,396196513.47068137,8.7684e-08,1.0020900000000001e-07,11404589.206696775,9979143.589897115,9979143.589897115,9979143.589897115
595,492,Sat Feb  8 01:56:10 2014,148.77970504760742,840.0,MANPIPE,NO,Auto,12,1,REPL,2,229,141,240,57,31,0,,8.772100000000001e-08,,1.0290000000000001e-07,,11399778.84429042,,9718172.983479105,8.772100000000001e-08,1.0290000000000001e-07,11399778.84429042,9718172.983479105,9718172.983479105,9718172.983479105
596,502,Sat Feb  8 01:57:10 2014,152.97161507606506,841.0,MANPIPE,NO,Auto,12,2,VIRT,2,331,239,344,74,31,0,4.5303e-08,3.969e-09,5.1501e-08,3.889e-09,22073593.360263117,251952632.90501386,19417098.69711268,257135510.41398817,4.5303e-08,5.1501e-08,22073593.360263117,19417098.69711268,9708549.34855634,19417098.69711268
598,522,Sat Feb  8 01:58:10 2014,155.30934405326843,837.0,MANPIPE,NO,Auto,12,3,VIRT,2,473,371,472,74,31,0,3.1640000000000004e-08,4.154e-09,3.8966000000000006e-08,4.25e-09,31605562.579013903,240731824.74723157,25663398.860545088,235294117.6470588,3.1640000000000004e-08,3.8966000000000006e-08,31605562.579013903,25663398.860545088,8554466.286848363,25663398.860545088
597,512,Sat Feb  8 01:58:10 2014,183.91615200042725,850.0,MANPIPE,NO,Auto,12,2,REPL,2,443,269,469,73,62,0,,8.772100000000001e-08,,1.0438200000000001e-07,,11399778.84429042,,9580195.819202542,8.772100000000001e-08,1.0438200000000001e-07,11399778.84429042,9580195.819202542,9580195.819202542,19160391.638405085
600,542,Sat Feb  8 02:00:55 2014,151.63376903533936,840.0,MANPIPE,NO,Auto,12,4,VIRT,2,554,469,499,74,31,0,2.4060000000000002e-08,4.247e-09,2.7782e-08,3.6970000000000004e-09,41562759.76724854,235460324.9352484,35994528.831617594,270489586.15093315,2.4060000000000002e-08,2.7782e-08,41562759.76724854,35994528.831617594,8998632.207904398,35994528.831617594
599,532,Sat Feb  8 01:59:55 2014,216.8236620426178,877.0,MANPIPE,NO,Auto,12,3,REPL,2,725,497,998,73,93,0,,8.7734e-08,,1.05874e-07,,11398089.680169605,,9445189.56495457,8.7734e-08,1.05874e-07,11398089.680169605,9445189.56495457,9445189.56495457,28335568.694863707
601,552,Sat Feb  8 02:01:25 2014,168.23028779029846,847.0,MANPIPE,NO,Auto,12,5,VIRT,2,646,601,521,74,31,0,2.0467e-08,4.51e-09,2.7321000000000004e-08,4.129e-09,48859139.10196902,221729490.02217293,36601881.3367007,242189392.10462582,2.0467e-08,2.7321000000000004e-08,48859139.10196902,36601881.3367007,7320376.26734014,36601881.3367007
602,562,Sat Feb  8 02:03:40 2014,163.98070693016052,850.0,MANPIPE,NO,Auto,12,6,VIRT,2,910,829,785,74,31,0,1.6475000000000004e-08,4.6020000000000004e-09,1.9694e-08,4.273e-09,60698027.314112276,217296827.46631896,50776886.36132832,234027615.25860053,1.6475000000000004e-08,1.9694e-08,60698027.314112276,50776886.36132832,8462814.39355472,50776886.36132832
603,572,Sat Feb  8 02:03:40 2014,175.58329606056213,852.0,MANPIPE,NO,Auto,12,7,VIRT,2,982,989,847,74,31,0,1.5420000000000002e-08,4.697000000000001e-09,2.1271000000000002e-08,3.97e-09,64850843.060959786,212901852.24611452,47012364.25179822,251889168.76574308,1.5420000000000002e-08,2.1271000000000002e-08,64850843.060959786,47012364.25179822,6716052.035971174,47012364.25179822
604,582,Sat Feb  8 02:04:25 2014,170.19810795783997,854.0,MANPIPE,NO,Auto,12,8,VIRT,2,995,1091,885,74,31,0,1.504e-08,4.85e-09,1.9132000000000002e-08,4.502e-09,66489361.70212766,206185567.0103093,52268450.76311938,222123500.66637048,1.504e-08,1.9132000000000002e-08,66489361.70212766,52268450.76311938,6533556.345389922,52268450.76311938
605,592,Sat Feb  8 02:06:40 2014,179.0719940662384,860.0,MANPIPE,NO,Auto,12,9,VIRT,2,1342,1388,1194,74,31,0,1.2674e-08,5.118000000000001e-09,1.6348e-08,4.778e-09,78901688.49613382,195388823.75928095,61169562.0259359,209292591.0422771,1.2674e-08,1.6348e-08,78901688.49613382,61169562.0259359,6796618.002881767,61169562.0259359
606,602,Sat Feb  8 02:06:40 2014,180.44642210006714,859.0,MANPIPE,NO,Auto,12,10,VIRT,2,1214,1352,994,74,31,0,1.2674e-08,5.211e-09,1.705e-08,3.935e-09,78901688.49613382,191901746.30589136,58651026.392961875,254129606.09911054,1.2674e-08,1.705e-08,78901688.49613382,58651026.392961875,5865102.639296187,58651026.392961875
607,612,Sat Feb  8 02:07:28 2014,202.88757801055908,864.0,MANPIPE,NO,Auto,12,12,VIRT,2,1694,2007,1069,74,31,0,1.1744e-08,5.480000000000001e-09,1.5213e-08,4.194e-09,85149863.76021798,182481751.82481748,65733254.45342799,238435860.7534573,1.1744e-08,1.5213e-08,85149863.76021798,65733254.45342799,5477771.204452333,65733254.45342799
608,622,Sat Feb  8 02:07:28 2014,198.10124588012695,872.0,MANPIPE,NO,Auto,12,14,VIRT,2,1925,2361,1356,74,31,0,8.895e-09,5.422e-09,1.3104e-08,4.138e-09,112422709.38729624,184433788.27001107,76312576.31257631,241662638.95601737,8.895e-09,1.3104e-08,112422709.38729624,76312576.31257631,5450898.308041165,76312576.31257631
609,632,Sat Feb  8 02:08:10 2014,191.13894391059875,861.0,MANPIPE,NO,Auto,12,16,VIRT,2,1532,1797,1182,74,31,0,8.895e-09,5.669e-09,1.569e-08,4.6689999999999995e-09,112422709.38729624,176397953.7837361,63734862.97004461,214178624.9732277,8.895e-09,1.569e-08,112422709.38729624,63734862.97004461,3983428.9356277883,63734862.97004461
610,642,Sat Feb  8 02:09:55 2014,204.72777199745178,870.0,MANPIPE,NO,Auto,12,20,VIRT,2,2000,2159,1564,74,31,0,8.895e-09,6.305e-09,1.3981000000000001e-08,4.38e-09,112422709.38729624,158604282.3156225,71525641.94263643,228310502.28310502,8.895e-09,1.3981000000000001e-08,112422709.38729624,71525641.94263643,3576282.0971318213,71525641.94263643
611,652,Sat Feb  8 02:10:55 2014,168.16051697731018,842.0,MANPIPE,NO,Auto,16,1,VIRT,2,304,199,376,58,43,0,1.18366e-07,3.3060000000000004e-09,1.36819e-07,3.069e-09,8448371.998715848,302480338.7779794,7308926.391802308,325839035.5164549,1.18366e-07,1.36819e-07,8448371.998715848,7308926.391802308,7308926.391802308,7308926.391802308
